data;Tem_max;Tem_min;Chuva;Ano;Meses
22/01/1999;34,8;21;0;1999;1
23/01/1999;34,7;21;0;1999;1
24/01/1999;35,8;22,6;0;1999;1
25/01/1999;35,3;22,8;0;1999;1
26/01/1999;34,5;21,7;0;1999;1
27/01/1999;34,3;22;4,5;1999;1
28/01/1999;32,1;20,9;36,2;1999;1
29/01/1999;29,4;20,6;3,5;1999;1
30/01/1999;29,5;21;0;1999;1
31/01/1999;26,2;22;20,6;1999;1
01/02/1999;31,2;21;19,4;1999;2
02/02/1999;30,7;22,6;3;1999;2
03/02/1999;31,7;21,7;17,4;1999;2
04/02/1999;33,2;22,6;0;1999;2
05/02/1999;34,7;21,6;0;1999;2
06/02/1999;34,5;21,8;0;1999;2
07/02/1999;34,7;22,1;0;1999;2
08/02/1999;30,1;21,2;11,8;1999;2
09/02/1999;30;22,1;14,1;1999;2
10/02/1999;32,3;21,5;0,3;1999;2
11/02/1999;31,3;21,6;0,5;1999;2
12/02/1999;32,7;20,8;0;1999;2
13/02/1999;34,2;21,8;0,5;1999;2
14/02/1999;27,2;22,2;2,4;1999;2
15/02/1999;32,7;21,2;11,5;1999;2
16/02/1999;33,2;22,4;0,4;1999;2
17/02/1999;32,2;21,2;1,2;1999;2
18/02/1999;31,5;21,8;0;1999;2
19/02/1999;31,9;20;9,5;1999;2
20/02/1999;28,7;20,3;0;1999;2
21/02/1999;31,3;19,7;1,4;1999;2
22/02/1999;32;21,8;0,8;1999;2
23/02/1999;33,2;22,4;1,9;1999;2
24/02/1999;32,2;20,7;0;1999;2
25/02/1999;32,1;19,6;0;1999;2
26/02/1999;32,2;22,3;0;1999;2
27/02/1999;32,7;20,4;25;1999;2
28/02/1999;33,7;21,4;0;1999;2
01/03/1999;32,9;22,2;0;1999;3
02/03/1999;33,3;22,4;0;1999;3
03/03/1999;34;21,2;0;1999;3
04/03/1999;32,8;22,6;0;1999;3
05/03/1999;32,6;21;0;1999;3
06/03/1999;33,6;20,8;0,5;1999;3
07/03/1999;33,4;22;0;1999;3
08/03/1999;30;22,1;45;1999;3
09/03/1999;28,6;21,8;2,6;1999;3
10/03/1999;31,4;21;6,8;1999;3
11/03/1999;31,4;21,2;2,2;1999;3
12/03/1999;29,4;21;123,6;1999;3
13/03/1999;29,6;21,8;24,6;1999;3
14/03/1999;29,6;21,2;0,9;1999;3
15/03/1999;31,6;20,2;0;1999;3
16/03/1999;32,2;20,4;0;1999;3
17/03/1999;31,7;20,8;0;1999;3
18/03/1999;32,2;21;0;1999;3
19/03/1999;32,4;21,4;0;1999;3
20/03/1999;31,7;22,6;0;1999;3
21/03/1999;29,3;21,5;10;1999;3
22/03/1999;28;21,9;28,2;1999;3
23/03/1999;29,3;21;15,8;1999;3
24/03/1999;33,1;22,4;0;1999;3
25/03/1999;33,7;21,6;0;1999;3
26/03/1999;33,1;22,2;2,6;1999;3
27/03/1999;33,5;21,8;0;1999;3
28/03/1999;34,7;22,8;0;1999;3
29/03/1999;34;21,4;0;1999;3
30/03/1999;29,6;21,4;34,8;1999;3
31/03/1999;31,2;20,6;17,8;1999;3
01/04/1999;32,2;21;3,7;1999;4
02/04/1999;33,6;21,2;0;1999;4
03/04/1999;32,9;21,8;0;1999;4
04/04/1999;33,4;19,4;0;1999;4
05/04/1999;33,2;21,6;0;1999;4
06/04/1999;33,1;20,2;0;1999;4
07/04/1999;33,3;19,6;0;1999;4
08/04/1999;31,7;21,2;0;1999;4
09/04/1999;30,7;20,4;0;1999;4
10/04/1999;29,9;19,1;0;1999;4
11/04/1999;31,7;20,3;0;1999;4
12/04/1999;26,2;20;10,2;1999;4
13/04/1999;27,2;18,6;2,9;1999;4
14/04/1999;30,8;19;17,7;1999;4
15/04/1999;29,6;20,4;0;1999;4
16/04/1999;24,4;9,7;27;1999;4
17/04/1999;17,4;4,6;0;1999;4
18/04/1999;19,6;4,6;0;1999;4
19/04/1999;23,1;5,6;0;1999;4
20/04/1999;25,7;11,4;0;1999;4
21/04/1999;30,3;12,8;0;1999;4
22/04/1999;31,3;16,4;0;1999;4
23/04/1999;31,1;17,6;0;1999;4
24/04/1999;30,1;17,6;0;1999;4
25/04/1999;27,8;14;0;1999;4
26/04/1999;29,4;17,2;0;1999;4
27/04/1999;29,8;17,8;0;1999;4
28/04/1999;29,3;17,5;0;1999;4
29/04/1999;30,1;15,5;0;1999;4
30/04/1999;30;15,4;0;1999;4
01/05/1999;29,6;16;0;1999;5
02/05/1999;29;15,9;0;1999;5
03/05/1999;29,5;15,8;0;1999;5
04/05/1999;30,9;14,2;0;1999;5
05/05/1999;27,2;19;0;1999;5
06/05/1999;31,2;20,5;0;1999;5
07/05/1999;26,3;14,2;16;1999;5
08/05/1999;25,8;12;0;1999;5
09/05/1999;25,9;11,8;0;1999;5
10/05/1999;26,7;17;0;1999;5
11/05/1999;28;14,5;0;1999;5
12/05/1999;26,1;13,9;0;1999;5
13/05/1999;26,4;11,1;0;1999;5
14/05/1999;23,8;11;0;1999;5
15/05/1999;24;10,8;0;1999;5
16/05/1999;26,1;11,1;0;1999;5
17/05/1999;28,5;13,1;0;1999;5
18/05/1999;28;13,6;0;1999;5
19/05/1999;25;16;0;1999;5
20/05/1999;13,8;5,7;0;1999;5
21/05/1999;20,4;3,9;0;1999;5
22/05/1999;22,9;5;0;1999;5
23/05/1999;24;6,6;0;1999;5
24/05/1999;23,5;12,8;0;1999;5
25/05/1999;27;15,4;0;1999;5
26/05/1999;23,2;12,1;0;1999;5
27/05/1999;28;12,5;9;1999;5
28/05/1999;29,1;19;0,4;1999;5
29/05/1999;25;18,1;0;1999;5
30/05/1999;17,7;8;0;1999;5
31/05/1999;18;4,5;0;1999;5
01/06/1999;21,8;4,8;0;1999;6
02/06/1999;24,8;8;0;1999;6
03/06/1999;26,1;9;0;1999;6
04/06/1999;22,8;14,8;0;1999;6
05/06/1999;21,1;11;0;1999;6
06/06/1999;17,2;8,1;0;1999;6
07/06/1999;21;12;0;1999;6
08/06/1999;25;15;0;1999;6
09/06/1999;28,3;11,5;0;1999;6
10/06/1999;18,2;10,1;20,1;1999;6
11/06/1999;21;4,9;0;1999;6
12/06/1999;25,3;14;0;1999;6
13/06/1999;16,5;15;0;1999;6
14/06/1999;18,4;15;64;1999;6
15/06/1999;23,5;15;0;1999;6
16/06/1999;17,8;15;0;1999;6
17/06/1999;27,1;14,9;0,4;1999;6
18/06/1999;22,9;14,8;0;1999;6
19/06/1999;17;14,8;0;1999;6
20/06/1999;20;12;0;1999;6
21/06/1999;21;10;0;1999;6
22/06/1999;23,2;10;0;1999;6
23/06/1999;26,1;13,6;0;1999;6
24/06/1999;29,8;18;0;1999;6
25/06/1999;19,7;15;11,8;1999;6
26/06/1999;27;11,5;0;1999;6
27/06/1999;25,9;15,5;0;1999;6
28/06/1999;30,1;12;0;1999;6
29/06/1999;18,9;13,8;9,8;1999;6
30/06/1999;19,9;8,7;0;1999;6
01/07/1999;26,5;10,9;0;1999;7
02/07/1999;28,7;16,5;0;1999;7
03/07/1999;29,5;17;30,1;1999;7
04/07/1999;16;12;30,1;1999;7
05/07/1999;12;8,5;1,4;1999;7
06/07/1999;18,1;9,1;0;1999;7
07/07/1999;21,6;10,7;0;1999;7
08/07/1999;23,4;12,8;0;1999;7
09/07/1999;25,8;13,3;0;1999;7
10/07/1999;24,9;14,1;0;1999;7
11/07/1999;25,2;13;0;1999;7
12/07/1999;26,6;15,2;0;1999;7
13/07/1999;25,9;11,8;0;1999;7
14/07/1999;26,9;11,4;0;1999;7
15/07/1999;28,8;11,8;0;1999;7
16/07/1999;28,1;10,1;0;1999;7
17/07/1999;20,1;11,1;0;1999;7
18/07/1999;24,1;9,7;0;1999;7
19/07/1999;27,6;9,1;0;1999;7
20/07/1999;19,8;14,6;0;1999;7
21/07/1999;20;7;0;1999;7
22/07/1999;22,9;8,8;0;1999;7
23/07/1999;25;11;0;1999;7
24/07/1999;28;15,1;0;1999;7
25/07/1999;29,3;11,1;0;1999;7
26/07/1999;31,8;16,1;0;1999;7
27/07/1999;32,2;16,9;0;1999;7
28/07/1999;31,6;14,8;0;1999;7
29/07/1999;30,1;17,1;0;1999;7
30/07/1999;30,1;14,5;0;1999;7
31/07/1999;23,9;8;0;1999;7
01/08/1999;26;10,9;0;1999;8
02/08/1999;29,5;11,9;0;1999;8
03/08/1999;28,2;10,4;0;1999;8
04/08/1999;28,5;12,3;0;1999;8
05/08/1999;29,9;13,4;0;1999;8
06/08/1999;32,2;15,5;0;1999;8
07/08/1999;28,1;11;0;1999;8
08/08/1999;22,2;7,3;0;1999;8
09/08/1999;27,6;6,6;0;1999;8
10/08/1999;31,3;12,2;0;1999;8
11/08/1999;32,8;15,1;0;1999;8
12/08/1999;32,4;13,4;0;1999;8
13/08/1999;22,4;16;0;1999;8
14/08/1999;10,1;3,1;0;1999;8
15/08/1999;11,1;2;0;1999;8
16/08/1999;19,9;6,2;0;1999;8
17/08/1999;23,7;7,6;0;1999;8
18/08/1999;26,8;10,1;0;1999;8
19/08/1999;30,8;12,6;0;1999;8
20/08/1999;32,2;15,6;0;1999;8
21/08/1999;33;17,7;0;1999;8
22/08/1999;32,9;15,3;0;1999;8
23/08/1999;31,9;17;0;1999;8
24/08/1999;32,6;15,2;0;1999;8
25/08/1999;33,1;17,8;0;1999;8
26/08/1999;33,4;17,5;0;1999;8
27/08/1999;33,2;15,9;0;1999;8
28/08/1999;32,5;16,3;0;1999;8
29/08/1999;32,9;17,5;0;1999;8
30/08/1999;37;22;0;1999;8
31/08/1999;38;19,7;0;1999;8
01/09/1999;37;22,2;0;1999;9
02/09/1999;36,8;18;0;1999;9
03/09/1999;35,9;15,9;0;1999;9
04/09/1999;32,1;15;0;1999;9
05/09/1999;30,1;14;0;1999;9
06/09/1999;31,4;19,4;0;1999;9
07/09/1999;34,9;18,7;0;1999;9
08/09/1999;35,4;20;1,1;1999;9
09/09/1999;33,1;16,9;79;1999;9
10/09/1999;20,2;12,6;0;1999;9
11/09/1999;24,9;13,5;0;1999;9
12/09/1999;27,3;15;0;1999;9
13/09/1999;31,4;14;0;1999;9
14/09/1999;34,9;19,4;0;1999;9
15/09/1999;28,2;12,5;0;1999;9
16/09/1999;28;11;0;1999;9
17/09/1999;28,4;10,5;0;1999;9
18/09/1999;29,9;10,1;0;1999;9
19/09/1999;32,1;18,5;2,6;1999;9
20/09/1999;30,1;18;0;1999;9
21/09/1999;30,4;17,6;0;1999;9
22/09/1999;32,2;17,2;0;1999;9
23/09/1999;27,6;16,2;0;1999;9
24/09/1999;25,2;12,7;0;1999;9
25/09/1999;26,2;12,5;0;1999;9
26/09/1999;33,9;14,9;0;1999;9
27/09/1999;35,2;22;0;1999;9
28/09/1999;35,5;16,2;0;1999;9
29/09/1999;34,8;21;0;1999;9
30/09/1999;34,1;18;0;1999;9
01/10/1999;36,2;21,4;0;1999;10
02/10/1999;23;14;0;1999;10
03/10/1999;21;12,9;0;1999;10
04/10/1999;23,8;12,8;0;1999;10
05/10/1999;27,7;13,2;0;1999;10
06/10/1999;31,2;17,2;0;1999;10
07/10/1999;33,2;20,7;0;1999;10
08/10/1999;26,1;20,6;0;1999;10
09/10/1999;27;12;0;1999;10
10/10/1999;30,1;12;0;1999;10
11/10/1999;31,2;20;0;1999;10
12/10/1999;31,9;17,2;0;1999;10
13/10/1999;35,6;17,7;0;1999;10
14/10/1999;38,2;23,3;0;1999;10
15/10/1999;37,4;21,3;8,1;1999;10
16/10/1999;37,2;25,8;2,6;1999;10
17/10/1999;32,1;19,3;0;1999;10
18/10/1999;30;17,2;0;1999;10
19/10/1999;33,2;19,5;0;1999;10
20/10/1999;32,3;17;0;1999;10
21/10/1999;28,6;16,9;0;1999;10
22/10/1999;33,4;19,6;0;1999;10
23/10/1999;28,3;12,7;0;1999;10
24/10/1999;33,9;14,9;0;1999;10
25/10/1999;30;18,1;0;1999;10
26/10/1999;29,9;17,1;0,9;1999;10
27/10/1999;33,9;14;1,8;1999;10
28/10/1999;33,1;17,9;9,3;1999;10
29/10/1999;33,8;19,5;0;1999;10
30/10/1999;34;22;0;1999;10
31/10/1999;31,9;19,6;0;1999;10
01/11/1999;31;17,1;0;1999;11
02/11/1999;30,9;18,7;49,2;1999;11
03/11/1999;29,2;18,9;0;1999;11
04/11/1999;27,8;20,2;0;1999;11
05/11/1999;25,9;16,2;0;1999;11
06/11/1999;27,9;18,7;0;1999;11
07/11/1999;30,9;17,7;0;1999;11
08/11/1999;34;16;0;1999;11
09/11/1999;24,7;14,1;0;1999;11
10/11/1999;25,7;13,6;0;1999;11
11/11/1999;26;14,6;1,3;1999;11
12/11/1999;30;18,1;0;1999;11
13/11/1999;30,4;18,7;0;1999;11
14/11/1999;30,2;17,7;0;1999;11
15/11/1999;32,1;19,9;0;1999;11
16/11/1999;30,4;16,5;0;1999;11
17/11/1999;31,1;16,8;0;1999;11
18/11/1999;32,5;17,2;0;1999;11
19/11/1999;34,6;17,7;0;1999;11
20/11/1999;33,8;17,6;0;1999;11
21/11/1999;35,4;19,1;0;1999;11
22/11/1999;35;18,8;0;1999;11
23/11/1999;35;20,7;0;1999;11
24/11/1999;33,6;17,1;0;1999;11
25/11/1999;30,1;18,6;0;1999;11
26/11/1999;30,6;15,3;0;1999;11
27/11/1999;33,7;19,8;0;1999;11
28/11/1999;34,5;22,7;0;1999;11
29/11/1999;36,1;20,4;0;1999;11
30/11/1999;31,8;20;0;1999;11
01/12/1999;35;21;0;1999;12
02/12/1999;31,9;18;0;1999;12
03/12/1999;33,7;17,1;0;1999;12
04/12/1999;36,9;21,9;0;1999;12
05/12/1999;34;20,1;45,9;1999;12
06/12/1999;28,1;19,6;0;1999;12
07/12/1999;32,4;18,9;7,4;1999;12
08/12/1999;32,1;18,4;0;1999;12
09/12/1999;33;19,4;9,1;1999;12
10/12/1999;32,8;19,2;40,2;1999;12
11/12/1999;32,9;19,3;10;1999;12
12/12/1999;32,8;19,6;20;1999;12
13/12/1999;29,7;20,9;8,4;1999;12
14/12/1999;31,3;21,4;0,3;1999;12
15/12/1999;32,5;19;0;1999;12
16/12/1999;33,8;18,9;0;1999;12
17/12/1999;33,9;18,4;0;1999;12
18/12/1999;32,5;19,6;0;1999;12
19/12/1999;32,4;19,6;0;1999;12
20/12/1999;32,4;19,7;0;1999;12
21/12/1999;36,8;19,8;0;1999;12
22/12/1999;34,2;20,1;5,1;1999;12
23/12/1999;32,5;18,4;0,3;1999;12
24/12/1999;33,5;21,9;0;1999;12
25/12/1999;31,8;21,7;0;1999;12
26/12/1999;31,2;21,6;0,8;1999;12
27/12/1999;34,8;22,6;0;1999;12
28/12/1999;34;22,1;1,5;1999;12
29/12/1999;31,7;20,1;0;1999;12
30/12/1999;32,4;18,5;6,4;1999;12
31/12/1999;31,9;21,2;0;1999;12
01/01/2000;32,1;21,7;0;2000;1
02/01/2000;30,1;22;0;2000;1
03/01/2000;31;19,2;0,5;2000;1
04/01/2000;34,2;18,5;0;2000;1
05/01/2000;35,9;19,6;0,5;2000;1
06/01/2000;35;21,7;3,3;2000;1
07/01/2000;34,7;20,3;35,6;2000;1
08/01/2000;32,3;20,1;0,3;2000;1
09/01/2000;31,6;20,2;4,3;2000;1
10/01/2000;33,2;21,5;0;2000;1
11/01/2000;34,3;21,9;0;2000;1
12/01/2000;32,5;21,6;10,4;2000;1
13/01/2000;33,6;23;0;2000;1
14/01/2000;32;23,1;0;2000;1
15/01/2000;34;22,3;0;2000;1
16/01/2000;35;22,7;0;2000;1
17/01/2000;35,7;22,9;0;2000;1
18/01/2000;36,9;25,5;0;2000;1
19/01/2000;36,2;21,9;62,2;2000;1
20/01/2000;32,7;22,1;4,6;2000;1
21/01/2000;34,1;23,8;11,2;2000;1
22/01/2000;33,6;24,7;0;2000;1
23/01/2000;33,5;23,3;0;2000;1
24/01/2000;27,2;21,5;0,3;2000;1
25/01/2000;33,4;22,1;23,4;2000;1
26/01/2000;31,9;21,7;0,3;2000;1
27/01/2000;30,6;20,4;0;2000;1
28/01/2000;31,7;21,5;0;2000;1
29/01/2000;32,7;20,9;0;2000;1
30/01/2000;27,3;22,2;39,1;2000;1
31/01/2000;31,1;23,4;4,6;2000;1
01/02/2000;33,3;22,5;0,3;2000;2
02/02/2000;34,3;23;0;2000;2
03/02/2000;32,8;22,1;0,5;2000;2
04/02/2000;28,4;22;4,8;2000;2
05/02/2000;32;19,2;0;2000;2
06/02/2000;28,9;21;0,3;2000;2
07/02/2000;31,2;21,1;0,3;2000;2
08/02/2000;32,5;21,4;0;2000;2
09/02/2000;33,3;21,1;0;2000;2
10/02/2000;32,9;21,4;0;2000;2
11/02/2000;32,1;22,8;0;2000;2
12/02/2000;32,5;22,3;0;2000;2
13/02/2000;32;21,8;0;2000;2
14/02/2000;28,8;20,9;0;2000;2
15/02/2000;26,8;22,2;0,8;2000;2
16/02/2000;28,5;21,7;0,3;2000;2
17/02/2000;23,6;19,2;0,3;2000;2
18/02/2000;28,3;18;0;2000;2
19/02/2000;30,5;19,6;0;2000;2
20/02/2000;31,4;22,2;0;2000;2
21/02/2000;32,4;20,7;30,7;2000;2
22/02/2000;31,4;20,7;4,8;2000;2
23/02/2000;32,7;20,7;0;2000;2
24/02/2000;32,9;20;0;2000;2
25/02/2000;34,2;22,2;0;2000;2
26/02/2000;34,2;22,2;0;2000;2
27/02/2000;34,6;22,3;0;2000;2
28/02/2000;30,4;21,8;46,7;2000;2
29/02/2000;32,1;20,9;0;2000;2
01/03/2000;31,4;21,4;0;2000;3
02/03/2000;30,4;22,4;4,6;2000;3
03/03/2000;30,4;22,1;4,8;2000;3
04/03/2000;29,8;22,1;15;2000;3
05/03/2000;30,2;21,7;13,7;2000;3
06/03/2000;30,6;22,1;0,8;2000;3
07/03/2000;31,7;21,4;16;2000;3
08/03/2000;28,8;21,7;1,5;2000;3
09/03/2000;28,9;20,2;0;2000;3
10/03/2000;29,7;19,7;0;2000;3
11/03/2000;29,8;20,8;14,5;2000;3
12/03/2000;31,9;19,1;0,3;2000;3
13/03/2000;31,3;20,5;8,6;2000;3
14/03/2000;23,1;18,7;3,8;2000;3
15/03/2000;25,9;18,7;1,3;2000;3
16/03/2000;31,4;21,6;0;2000;3
17/03/2000;31,3;21,3;0;2000;3
18/03/2000;33,1;20,1;0;2000;3
19/03/2000;29,8;20,1;0;2000;3
20/03/2000;29,2;21;0;2000;3
21/03/2000;30,5;21,3;0;2000;3
22/03/2000;31;20,8;0,8;2000;3
23/03/2000;31,3;21,1;5,3;2000;3
24/03/2000;33,1;20,5;30,7;2000;3
25/03/2000;31,3;21;0,3;2000;3
26/03/2000;32,1;21,1;0;2000;3
27/03/2000;32,9;19;2;2000;3
28/03/2000;27,9;18,3;14,7;2000;3
29/03/2000;29;17;0;2000;3
30/03/2000;29,2;18,6;0;2000;3
31/03/2000;30,9;20,1;0;2000;3
01/04/2000;32,3;19,4;0;2000;4
02/04/2000;32,5;20,3;0;2000;4
03/04/2000;30,1;19;0;2000;4
04/04/2000;31,2;18,4;0;2000;4
05/04/2000;31,3;20,5;0;2000;4
06/04/2000;31,8;19,4;0;2000;4
07/04/2000;32,3;19,8;0;2000;4
08/04/2000;33,2;20,9;0;2000;4
09/04/2000;33,3;18,8;0;2000;4
10/04/2000;33,9;19,6;0;2000;4
11/04/2000;33,6;17,8;0;2000;4
12/04/2000;33,6;17,7;0;2000;4
13/04/2000;33,6;17,2;0,3;2000;4
14/04/2000;33,6;19,4;0,3;2000;4
15/04/2000;33,4;20,7;4,3;2000;4
16/04/2000;32,5;20,7;1,3;2000;4
17/04/2000;30,4;19,9;8,9;2000;4
18/04/2000;25,2;18,3;11,7;2000;4
19/04/2000;22,9;13,3;0,3;2000;4
20/04/2000;23,9;10,9;0;2000;4
21/04/2000;24,3;10,4;0;2000;4
22/04/2000;26,7;11,1;0;2000;4
23/04/2000;28,1;12,3;0;2000;4
24/04/2000;28,2;15,4;0;2000;4
25/04/2000;30,8;13,4;0;2000;4
26/04/2000;24,1;17,7;29,2;2000;4
27/04/2000;29,9;17,9;0,3;2000;4
28/04/2000;29,5;19,1;0;2000;4
29/04/2000;29,8;17,4;0;2000;4
30/04/2000;28,2;18,5;15,2;2000;4
01/05/2000;29,8;19,7;0,3;2000;5
02/05/2000;30,7;17,1;0;2000;5
03/05/2000;26;16,9;27,7;2000;5
04/05/2000;27,7;19,7;2,8;2000;5
05/05/2000;29,1;14,6;1,5;2000;5
06/05/2000;19,1;10,8;0;2000;5
07/05/2000;22,1;9,3;0;2000;5
08/05/2000;24,3;13,9;0;2000;5
09/05/2000;25,6;12,2;0;2000;5
10/05/2000;25,4;12,6;0;2000;5
11/05/2000;25,2;9,8;0;2000;5
12/05/2000;26,3;13,6;0;2000;5
13/05/2000;28,5;12,9;0;2000;5
14/05/2000;29,7;14,3;0;2000;5
15/05/2000;31;17;0;2000;5
16/05/2000;23,4;12,9;3;2000;5
17/05/2000;22,3;11,8;0,3;2000;5
18/05/2000;17,9;10,6;0;2000;5
19/05/2000;20,4;12,1;0;2000;5
20/05/2000;21,4;11,7;0;2000;5
21/05/2000;23,7;9,1;0;2000;5
22/05/2000;25;10,6;0;2000;5
23/05/2000;26,5;11,7;0;2000;5
24/05/2000;28,3;12,9;0;2000;5
25/05/2000;30,9;13,5;0;2000;5
26/05/2000;30,6;17,8;15,2;2000;5
27/05/2000;20,1;14;0,3;2000;5
28/05/2000;24,7;9,1;0;2000;5
29/05/2000;25,7;6,7;0;2000;5
30/05/2000;18,5;13,2;23,1;2000;5
31/05/2000;17,7;14,4;16,5;2000;5
01/06/2000;20,7;10,7;0;2000;6
02/06/2000;21;9,5;0,3;2000;6
03/06/2000;20,1;15,2;11,9;2000;6
04/06/2000;23,2;16,4;0,5;2000;6
05/06/2000;29,5;15,5;0;2000;6
06/06/2000;29,8;17,1;0;2000;6
07/06/2000;28;15,4;0;2000;6
08/06/2000;25,3;17,3;0;2000;6
09/06/2000;27,8;17;0;2000;6
10/06/2000;28,7;16,2;0;2000;6
11/06/2000;25,7;14,6;0;2000;6
12/06/2000;28,2;17;1,8;2000;6
13/06/2000;29,6;14,2;0;2000;6
14/06/2000;29,7;16,9;0;2000;6
15/06/2000;31,5;17,5;0;2000;6
16/06/2000;29,1;17,9;5,6;2000;6
17/06/2000;20,5;14,5;1,5;2000;6
18/06/2000;15,8;12,2;2,5;2000;6
19/06/2000;14,3;11;0,5;2000;6
20/06/2000;12,6;8,2;8,4;2000;6
21/06/2000;12,3;7,2;0;2000;6
22/06/2000;21,2;2,5;0;2000;6
23/06/2000;25,9;11,6;0;2000;6
24/06/2000;30,1;14,9;0;2000;6
25/06/2000;28,8;17,7;1,8;2000;6
26/06/2000;29,7;19,8;2;2000;6
27/06/2000;29,1;17,2;1;2000;6
28/06/2000;30,5;15,9;0;2000;6
29/06/2000;27,4;16;21;2000;6
30/06/2000;27,2;16,2;0;2000;6
01/07/2000;20,1;11,1;0;2000;7
02/07/2000;19,9;11,2;0;2000;7
03/07/2000;20;11,9;0;2000;7
04/07/2000;24,6;11,7;0;2000;7
05/07/2000;25,8;14;0;2000;7
06/07/2000;26,1;14,1;0,5;2000;7
07/07/2000;28,2;13,2;0;2000;7
08/07/2000;29,8;16;0;2000;7
09/07/2000;30,9;14,1;0;2000;7
10/07/2000;24,2;17;2,9;2000;7
11/07/2000;10;5,9;0,5;2000;7
12/07/2000;10,9;3;0;2000;7
13/07/2000;12,2;-1,5;0;2000;7
14/07/2000;17,6;-1,2;0;2000;7
15/07/2000;14;5,9;1,3;2000;7
16/07/2000;14,9;2,9;0;2000;7
17/07/2000;15,6;-1,9;0;2000;7
18/07/2000;17,5;2,8;0;2000;7
19/07/2000;17,8;6,4;0;2000;7
20/07/2000;16,1;1,1;0;2000;7
21/07/2000;23;3;0;2000;7
22/07/2000;22,9;11;40;2000;7
23/07/2000;14;6;10;2000;7
24/07/2000;16,6;2,2;0;2000;7
25/07/2000;20,4;2,7;0;2000;7
26/07/2000;24,4;5,6;0;2000;7
27/07/2000;25,1;6,6;0;2000;7
28/07/2000;27,2;10;0;2000;7
29/07/2000;29,2;11,1;0;2000;7
30/07/2000;29,1;14,9;0;2000;7
31/07/2000;23,9;16;1,1;2000;7
01/08/2000;23,2;13;3,2;2000;8
02/08/2000;19,9;15,1;0;2000;8
03/08/2000;21,1;15;10,4;2000;8
04/08/2000;23,9;10,9;0;2000;8
05/08/2000;23,7;13,8;0;2000;8
06/08/2000;21,5;16;0;2000;8
07/08/2000;29,8;15;0;2000;8
08/08/2000;32,5;14,7;0;2000;8
09/08/2000;30,5;18,8;0;2000;8
10/08/2000;20,5;17;2,4;2000;8
11/08/2000;19,7;11,1;0;2000;8
12/08/2000;20,4;11;0;2000;8
13/08/2000;23;12,9;0;2000;8
14/08/2000;29,9;18;0;2000;8
15/08/2000;32,4;16,6;0;2000;8
16/08/2000;27,1;14,6;0;2000;8
17/08/2000;27,1;17,7;0;2000;8
18/08/2000;25,4;14,2;7,1;2000;8
19/08/2000;27,9;18;0;2000;8
20/08/2000;30,9;20;0;2000;8
21/08/2000;31,2;19;0;2000;8
22/08/2000;33,9;15,4;0;2000;8
23/08/2000;33,3;15,4;0;2000;8
24/08/2000;34,3;16,8;0;2000;8
25/08/2000;35,4;18,2;0;2000;8
26/08/2000;29,1;21,9;0;2000;8
27/08/2000;16,2;14,9;15;2000;8
28/08/2000;21,8;17,8;81;2000;8
29/08/2000;22,4;9,1;0;2000;8
30/08/2000;25,9;11,8;5,6;2000;8
31/08/2000;22;15,4;23,7;2000;8
01/09/2000;18,2;16,1;0;2000;9
02/09/2000;16,2;13;53;2000;9
03/09/2000;19,3;14;0;2000;9
04/09/2000;22,5;15,4;18;2000;9
05/09/2000;23,2;13;0;2000;9
06/09/2000;27,1;12,6;0;2000;9
07/09/2000;27,9;17,7;0;2000;9
08/09/2000;21,4;18;0;2000;9
09/09/2000;21,3;18;2;2000;9
10/09/2000;32,1;22,9;5,1;2000;9
11/09/2000;34,4;25,9;0;2000;9
12/09/2000;26,1;20,5;0;2000;9
13/09/2000;22,8;18,9;91,4;2000;9
14/09/2000;16,5;16,2;37,4;2000;9
15/09/2000;16,2;12;36;2000;9
16/09/2000;20,3;14,9;0;2000;9
17/09/2000;29,3;19,2;0;2000;9
18/09/2000;32,4;22;0;2000;9
19/09/2000;34,2;25,5;0;2000;9
20/09/2000;35,6;20,6;0;2000;9
21/09/2000;36;17,3;0;2000;9
22/09/2000;24,2;17,2;0;2000;9
23/09/2000;35;23;0;2000;9
24/09/2000;18;14;33,6;2000;9
25/09/2000;19,4;10,1;0;2000;9
26/09/2000;23,4;6,5;0;2000;9
27/09/2000;19,5;11,7;0;2000;9
28/09/2000;27,6;14,5;0;2000;9
29/09/2000;27,6;15,9;10,4;2000;9
30/09/2000;29,1;18,9;0;2000;9
01/10/2000;31,2;17,8;0;2000;10
02/10/2000;33,9;20,7;0;2000;10
03/10/2000;32,9;18,9;0;2000;10
04/10/2000;33,1;22,7;0;2000;10
05/10/2000;24,6;19,2;3,9;2000;10
06/10/2000;27,2;11,8;0;2000;10
07/10/2000;29,2;11,5;0;2000;10
08/10/2000;31,4;13,5;0;2000;10
09/10/2000;35,2;19,9;0;2000;10
10/10/2000;35,2;21,1;0;2000;10
11/10/2000;31;17,1;7;2000;10
12/10/2000;34,2;21,1;0;2000;10
13/10/2000;34,9;23,5;0;2000;10
14/10/2000;27,9;19;0;2000;10
15/10/2000;33,3;19,9;0;2000;10
16/10/2000;23,1;18,9;0;2000;10
17/10/2000;33,4;20,1;2;2000;10
18/10/2000;34,6;20,8;0;2000;10
19/10/2000;37,6;21,7;0;2000;10
20/10/2000;32,2;21,1;0;2000;10
21/10/2000;36,1;18,9;0;2000;10
